ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAEDAAECAwAAAAAAAMCSQA==
ASSERTION	AAECAAMEAAAAAAAAQFhA
RUN	dp2.TestPerformanceCreateAndDelete	testperformancecreateanddelete	1590233841902	 	3.3.1
REQUEST	223		Home	1590233850974	1590233850981	OK	 
USER	TestPerformanceCreateDisease	224	START	1590233851016	1590233851016
REQUEST	224		Home	1590233851016	1590233851023	OK	 
USER	TestPerformanceCreateDisease	225	START	1590233851048	1590233851048
REQUEST	225		Home	1590233851048	1590233851053	OK	 
USER	TestPerformanceCreateDisease	226	START	1590233851078	1590233851078
REQUEST	226		Home	1590233851078	1590233851083	OK	 
USER	TestPerformanceCreateDisease	227	START	1590233851114	1590233851114
REQUEST	227		Home	1590233851114	1590233851119	OK	 
USER	TestPerformanceCreateDisease	228	START	1590233851147	1590233851147
REQUEST	228		Home	1590233851147	1590233851154	OK	 
USER	TestPerformanceCreateDisease	229	START	1590233851178	1590233851178
REQUEST	229		Home	1590233851178	1590233851185	OK	 
USER	TestPerformanceCreateDisease	230	START	1590233851214	1590233851214
REQUEST	230		Home	1590233851214	1590233851221	OK	 
USER	TestPerformanceCreateDisease	231	START	1590233851245	1590233851245
REQUEST	231		Home	1590233851245	1590233851252	OK	 
USER	TestPerformanceCreateDisease	232	START	1590233851277	1590233851277
REQUEST	232		Home	1590233851277	1590233851283	OK	 
USER	TestPerformanceCreateDisease	233	START	1590233851320	1590233851320
REQUEST	233		Home	1590233851320	1590233851327	OK	 
USER	TestPerformanceCreateDisease	234	START	1590233851345	1590233851345
REQUEST	234		Home	1590233851345	1590233851352	OK	 
USER	TestPerformanceCreateDisease	235	START	1590233851376	1590233851376
REQUEST	235		Home	1590233851376	1590233851381	OK	 
USER	TestPerformanceCreateDisease	236	START	1590233851418	1590233851418
REQUEST	236		Home	1590233851418	1590233851424	OK	 
USER	TestPerformanceCreateDisease	237	START	1590233851450	1590233851450
REQUEST	237		Home	1590233851450	1590233851455	OK	 
USER	TestPerformanceCreateDisease	238	START	1590233851475	1590233851475
REQUEST	238		Home	1590233851475	1590233851479	OK	 
USER	TestPerformanceCreateDisease	239	START	1590233851518	1590233851518
REQUEST	239		Home	1590233851518	1590233851524	OK	 
USER	TestPerformanceCreateDisease	240	START	1590233851549	1590233851549
REQUEST	240		Home	1590233851549	1590233851556	OK	 
USER	TestPerformanceCreateDisease	241	START	1590233851574	1590233851574
REQUEST	241		Home	1590233851574	1590233851581	OK	 
USER	TestPerformanceCreateDisease	242	START	1590233851617	1590233851617
REQUEST	242		Home	1590233851617	1590233851624	OK	 
USER	TestPerformanceCreateDisease	243	START	1590233851648	1590233851648
REQUEST	243		Home	1590233851648	1590233851655	OK	 
USER	TestPerformanceCreateDisease	244	START	1590233851674	1590233851674
REQUEST	244		Home	1590233851674	1590233851681	OK	 
USER	TestPerformanceCreateDisease	245	START	1590233851715	1590233851715
REQUEST	245		Home	1590233851715	1590233851722	OK	 
USER	TestPerformanceCreateDisease	246	START	1590233851746	1590233851746
REQUEST	246		Home	1590233851746	1590233851753	OK	 
USER	TestPerformanceCreateDisease	247	START	1590233851779	1590233851779
REQUEST	247		Home	1590233851779	1590233851786	OK	 
USER	TestPerformanceCreateDisease	248	START	1590233851814	1590233851814
REQUEST	248		Home	1590233851835	1590233851839	OK	 
USER	TestPerformanceCreateDisease	249	START	1590233851846	1590233851846
REQUEST	249		Home	1590233851846	1590233851851	OK	 
USER	TestPerformanceCreateDisease	250	START	1590233851878	1590233851878
REQUEST	250		Home	1590233851878	1590233851883	OK	 
USER	TestPerformanceCreateDisease	251	START	1590233851914	1590233851914
REQUEST	251		Home	1590233851914	1590233851927	OK	 
USER	TestPerformanceCreateDisease	252	START	1590233851946	1590233851946
REQUEST	252		Home	1590233851946	1590233851951	OK	 
USER	TestPerformanceCreateDisease	253	START	1590233851978	1590233851978
REQUEST	253		Home	1590233851978	1590233851983	OK	 
USER	TestPerformanceCreateDisease	254	START	1590233852014	1590233852014
REQUEST	254		Home	1590233852015	1590233852019	OK	 
USER	TestPerformanceCreateDisease	255	START	1590233852046	1590233852046
REQUEST	255		Home	1590233852046	1590233852051	OK	 
USER	TestPerformanceCreateDisease	256	START	1590233852077	1590233852077
REQUEST	256		Home	1590233852077	1590233852082	OK	 
USER	TestPerformanceCreateDisease	257	START	1590233852120	1590233852120
REQUEST	257		Home	1590233852120	1590233852125	OK	 
USER	TestPerformanceCreateDisease	258	START	1590233852145	1590233852145
REQUEST	258		Home	1590233852145	1590233852151	OK	 
USER	TestPerformanceCreateDisease	259	START	1590233852177	1590233852177
REQUEST	259		Home	1590233852177	1590233852184	OK	 
USER	TestPerformanceCreateDisease	260	START	1590233852217	1590233852217
REQUEST	260		Home	1590233852217	1590233852224	OK	 
USER	TestPerformanceCreateDisease	261	START	1590233852250	1590233852250
REQUEST	261		Home	1590233852250	1590233852256	OK	 
USER	TestPerformanceCreateDisease	262	START	1590233852275	1590233852275
REQUEST	262		Home	1590233852275	1590233852282	OK	 
USER	TestPerformanceCreateDisease	263	START	1590233852318	1590233852318
REQUEST	263		Home	1590233852318	1590233852323	OK	 
USER	TestPerformanceCreateDisease	264	START	1590233852344	1590233852344
REQUEST	264		Home	1590233852344	1590233852351	OK	 
USER	TestPerformanceCreateDisease	265	START	1590233852375	1590233852375
REQUEST	265		Home	1590233852375	1590233852379	OK	 
USER	TestPerformanceCreateDisease	266	START	1590233852418	1590233852418
REQUEST	266		Home	1590233852418	1590233852425	OK	 
USER	TestPerformanceCreateDisease	267	START	1590233852449	1590233852449
REQUEST	267		Home	1590233852449	1590233852455	OK	 
USER	TestPerformanceCreateDisease	268	START	1590233852474	1590233852474
REQUEST	268		Home	1590233852474	1590233852478	OK	 
USER	TestPerformanceCreateDisease	269	START	1590233852517	1590233852517
REQUEST	269		Home	1590233852517	1590233852523	OK	 
USER	TestPerformanceCreateDisease	270	START	1590233852549	1590233852549
REQUEST	270		Home	1590233852549	1590233852553	OK	 
USER	TestPerformanceCreateDisease	271	START	1590233852574	1590233852574
REQUEST	271		Home	1590233852574	1590233852579	OK	 
USER	TestPerformanceCreateDisease	272	START	1590233852617	1590233852617
REQUEST	272		Home	1590233852617	1590233852623	OK	 
USER	TestPerformanceCreateDisease	273	START	1590233852648	1590233852648
REQUEST	273		Home	1590233852648	1590233852655	OK	 
USER	TestPerformanceCreateDisease	274	START	1590233852680	1590233852680
REQUEST	274		Home	1590233852680	1590233852687	OK	 
USER	TestPerformanceCreateDisease	275	START	1590233852715	1590233852715
REQUEST	275		Home	1590233852715	1590233852720	OK	 
USER	TestPerformanceCreateDisease	276	START	1590233852748	1590233852748
REQUEST	276		Home	1590233852748	1590233852754	OK	 
USER	TestPerformanceCreateDisease	277	START	1590233852780	1590233852780
REQUEST	277		Home	1590233852780	1590233852786	OK	 
USER	TestPerformanceCreateDisease	278	START	1590233852816	1590233852816
REQUEST	278		Home	1590233852816	1590233852822	OK	 
USER	TestPerformanceCreateDisease	279	START	1590233852849	1590233852849
REQUEST	279		Home	1590233852849	1590233852855	OK	 
USER	TestPerformanceCreateDisease	280	START	1590233852874	1590233852874
REQUEST	280		Home	1590233852874	1590233852878	OK	 
USER	TestPerformanceCreateDisease	281	START	1590233852917	1590233852917
REQUEST	281		Home	1590233852917	1590233852922	OK	 
USER	TestPerformanceCreateDisease	282	START	1590233852948	1590233852948
REQUEST	282		Home	1590233852948	1590233852953	OK	 
USER	TestPerformanceCreateDisease	283	START	1590233852980	1590233852980
REQUEST	283		Home	1590233852980	1590233852987	OK	 
USER	TestPerformanceCreateDisease	284	START	1590233853014	1590233853014
REQUEST	284		Home	1590233853015	1590233853020	OK	 
USER	TestPerformanceCreateDisease	285	START	1590233853047	1590233853047
REQUEST	285		Home	1590233853047	1590233853052	OK	 
USER	TestPerformanceCreateDisease	286	START	1590233853078	1590233853078
REQUEST	286		Home	1590233853079	1590233853083	OK	 
USER	TestPerformanceCreateDisease	287	START	1590233853114	1590233853114
REQUEST	287		Home	1590233853114	1590233853118	OK	 
USER	TestPerformanceCreateDisease	288	START	1590233853147	1590233853147
REQUEST	288		Home	1590233853147	1590233853152	OK	 
USER	TestPerformanceCreateDisease	289	START	1590233853180	1590233853180
REQUEST	289		Home	1590233853180	1590233853186	OK	 
USER	TestPerformanceCreateDisease	290	START	1590233853214	1590233853214
REQUEST	290		Home	1590233853214	1590233853221	OK	 
USER	TestPerformanceCreateDisease	291	START	1590233853245	1590233853245
REQUEST	291		Home	1590233853245	1590233853251	OK	 
USER	TestPerformanceCreateDisease	292	START	1590233853277	1590233853277
REQUEST	292		Home	1590233853277	1590233853284	OK	 
USER	TestPerformanceCreateDisease	293	START	1590233853319	1590233853319
REQUEST	293		Home	1590233853319	1590233853326	OK	 
USER	TestPerformanceCreateDisease	294	START	1590233853344	1590233853344
REQUEST	294		Home	1590233853344	1590233853351	OK	 
USER	TestPerformanceCreateDisease	295	START	1590233853374	1590233853374
REQUEST	295		Home	1590233853375	1590233853379	OK	 
USER	TestPerformanceCreateDisease	296	START	1590233853416	1590233853416
REQUEST	296		Home	1590233853417	1590233853423	OK	 
USER	TestPerformanceCreateDisease	297	START	1590233853447	1590233853447
REQUEST	297		Home	1590233853448	1590233853454	OK	 
USER	TestPerformanceCreateDisease	298	START	1590233853478	1590233853478
REQUEST	298		Home	1590233853479	1590233853485	OK	 
USER	TestPerformanceCreateDisease	299	START	1590233853514	1590233853514
REQUEST	299		Home	1590233853514	1590233853519	OK	 
USER	TestPerformanceCreateDisease	300	START	1590233853546	1590233853546
REQUEST	300		Home	1590233853547	1590233853553	OK	 
USER	TestPerformanceCreateDisease	301	START	1590233853578	1590233853578
REQUEST	301		Home	1590233853579	1590233853585	OK	 
USER	TestPerformanceCreateDisease	302	START	1590233853614	1590233853614
REQUEST	302		Home	1590233853614	1590233853621	OK	 
USER	TestPerformanceCreateDisease	303	START	1590233853645	1590233853645
REQUEST	303		Home	1590233853646	1590233853652	OK	 
USER	TestPerformanceCreateDisease	304	START	1590233853687	1590233853687
REQUEST	304		Home	1590233853688	1590233853694	OK	 
USER	TestPerformanceCreateDisease	305	START	1590233853719	1590233853719
REQUEST	305		Home	1590233853720	1590233853726	OK	 
USER	TestPerformanceCreateDisease	306	START	1590233853744	1590233853744
REQUEST	306		Home	1590233853744	1590233853751	OK	 
USER	TestPerformanceCreateDisease	307	START	1590233853786	1590233853786
REQUEST	307		Home	1590233853787	1590233853793	OK	 
USER	TestPerformanceCreateDisease	308	START	1590233853818	1590233853818
REQUEST	308		Home	1590233853819	1590233853825	OK	 
USER	TestPerformanceCreateDisease	309	START	1590233853844	1590233853844
REQUEST	309		Home	1590233853844	1590233853851	OK	 
USER	TestPerformanceCreateDisease	310	START	1590233853885	1590233853885
REQUEST	310		Home	1590233853886	1590233853890	OK	 
USER	TestPerformanceCreateDisease	311	START	1590233853918	1590233853918
REQUEST	311		Home	1590233853919	1590233853925	OK	 
USER	TestPerformanceCreateDisease	312	START	1590233853944	1590233853944
REQUEST	312		Home	1590233853944	1590233853948	OK	 
USER	TestPerformanceCreateDisease	313	START	1590233853987	1590233853987
REQUEST	313		Home	1590233853988	1590233853994	OK	 
USER	TestPerformanceCreateDisease	314	START	1590233854014	1590233854014
REQUEST	314		Home	1590233854014	1590233854020	OK	 
USER	TestPerformanceCreateDisease	315	START	1590233854044	1590233854044
REQUEST	315		Home	1590233854045	1590233854049	OK	 
USER	TestPerformanceCreateDisease	316	START	1590233854088	1590233854088
REQUEST	316		Home	1590233854089	1590233854095	OK	 
USER	TestPerformanceCreateDisease	317	START	1590233854114	1590233854114
REQUEST	317		Home	1590233854114	1590233854119	OK	 
USER	TestPerformanceCreateDisease	318	START	1590233854144	1590233854144
REQUEST	318		Home	1590233854145	1590233854149	OK	 
USER	TestPerformanceCreateDisease	319	START	1590233854191	1590233854191
REQUEST	319		Home	1590233854192	1590233854211	OK	 
USER	TestPerformanceCreateDisease	320	START	1590233854214	1590233854214
USER	TestPerformanceCreateDisease	321	START	1590233854244	1590233854244
REQUEST	45		Login	1590233854195	1590233854215	OK	 
REQUEST	43		Login	1590233854198	1590233854217	OK	 
REQUEST	23		Login	1590233854196	1590233854214	OK	 
REQUEST	26		Login	1590233854191	1590233854216	OK	 
REQUEST	27		Login	1590233854194	1590233854214	OK	 
REQUEST	17		Login	1590233854191	1590233854214	OK	 
REQUEST	28		Login	1590233854193	1590233854215	OK	 
REQUEST	10		Login	1590233854189	1590233854214	OK	 
REQUEST	22		Login	1590233854189	1590233854218	OK	 
REQUEST	40		Login	1590233854190	1590233854214	OK	 
REQUEST	37		Login	1590233854189	1590233854214	OK	 
REQUEST	24		Login	1590233854194	1590233854214	OK	 
REQUEST	30		Login	1590233854189	1590233854219	OK	 
REQUEST	5		Login	1590233854196	1590233854216	OK	 
REQUEST	35		Login	1590233854191	1590233854217	OK	 
REQUEST	9		Login	1590233854192	1590233854220	OK	 
REQUEST	42		Login	1590233854189	1590233854215	OK	 
REQUEST	31		Login	1590233854191	1590233854214	OK	 
REQUEST	38		Login	1590233854189	1590233854219	OK	 
REQUEST	1		Login	1590233854196	1590233854216	OK	 
REQUEST	12		Login	1590233854190	1590233854214	OK	 
REQUEST	8		Login	1590233854195	1590233854219	OK	 
REQUEST	39		Login	1590233854189	1590233854219	OK	 
REQUEST	44		Login	1590233854192	1590233854218	OK	 
USER	TestPerformanceCreateDisease	322	START	1590233854287	1590233854287
REQUEST	7		Login	1590233854287	1590233854306	OK	 
REQUEST	33		Login	1590233854287	1590233854306	OK	 
REQUEST	3		Login	1590233854287	1590233854305	OK	 
REQUEST	29		Login	1590233854279	1590233854308	OK	 
REQUEST	16		Login	1590233854287	1590233854309	OK	 
REQUEST	46		Login	1590233854287	1590233854310	OK	 
REQUEST	11		Login	1590233854279	1590233854310	OK	 
REQUEST	6		Login	1590233854288	1590233854310	OK	 
REQUEST	2		Login	1590233854278	1590233854311	OK	 
REQUEST	47		Login	1590233854298	1590233854311	OK	 
REQUEST	35		request_2	1590233854300	1590233854313	OK	 
REQUEST	44		request_2	1590233854301	1590233854313	OK	 
REQUEST	45		request_2	1590233854301	1590233854313	OK	 
REQUEST	32		Login	1590233854279	1590233854313	OK	 
REQUEST	24		request_2	1590233854300	1590233854315	OK	 
REQUEST	31		request_2	1590233854300	1590233854315	OK	 
REQUEST	1		request_2	1590233854301	1590233854315	OK	 
REQUEST	38		request_2	1590233854300	1590233854315	OK	 
REQUEST	5		request_2	1590233854300	1590233854315	OK	 
REQUEST	17		request_2	1590233854301	1590233854316	OK	 
REQUEST	39		request_2	1590233854301	1590233854317	OK	 
REQUEST	2		request_2	1590233854313	1590233854317	OK	 
REQUEST	26		request_2	1590233854301	1590233854317	OK	 
REQUEST	42		request_2	1590233854301	1590233854317	OK	 
REQUEST	14		Login	1590233854278	1590233854317	OK	 
REQUEST	34		Login	1590233854287	1590233854317	OK	 
REQUEST	25		Login	1590233854287	1590233854317	OK	 
REQUEST	50		Login	1590233854297	1590233854317	OK	 
REQUEST	18		Login	1590233854287	1590233854317	OK	 
USER	TestPerformanceCreateDisease	323	START	1590233854317	1590233854317
REQUEST	22		request_2	1590233854300	1590233854320	OK	 
REQUEST	23		request_2	1590233854300	1590233854320	OK	 
REQUEST	43		request_2	1590233854301	1590233854320	OK	 
REQUEST	4		Login	1590233854287	1590233854320	OK	 
REQUEST	19		Login	1590233854278	1590233854320	OK	 
REQUEST	36		Login	1590233854287	1590233854320	OK	 
REQUEST	20		Login	1590233854287	1590233854320	OK	 
REQUEST	15		Login	1590233854279	1590233854322	OK	 
REQUEST	48		Login	1590233854297	1590233854323	OK	 
REQUEST	3		request_2	1590233854309	1590233854324	OK	 
REQUEST	49		Login	1590233854297	1590233854324	OK	 
REQUEST	7		request_2	1590233854309	1590233854327	OK	 
REQUEST	28		request_2	1590233854300	1590233854328	OK	 
REQUEST	30		request_2	1590233854300	1590233854328	OK	 
REQUEST	25		request_2	1590233854319	1590233854328	OK	 
REQUEST	27		request_2	1590233854300	1590233854328	OK	 
REQUEST	9		request_2	1590233854301	1590233854329	OK	 
REQUEST	322		Home	1590233854288	1590233854329	OK	 
REQUEST	321		Home	1590233854245	1590233854329	OK	 
REQUEST	21		Login	1590233854278	1590233854329	OK	 
REQUEST	51		Login	1590233854318	1590233854329	OK	 
REQUEST	40		request_2	1590233854300	1590233854330	OK	 
REQUEST	19		request_2	1590233854323	1590233854331	OK	 
REQUEST	32		request_2	1590233854317	1590233854331	OK	 
REQUEST	33		request_2	1590233854309	1590233854331	OK	 
REQUEST	10		request_2	1590233854301	1590233854331	OK	 
REQUEST	320		Home	1590233854214	1590233854331	OK	 
REQUEST	16		request_2	1590233854311	1590233854332	OK	 
REQUEST	8		request_2	1590233854302	1590233854332	OK	 
REQUEST	29		request_2	1590233854310	1590233854332	OK	 
REQUEST	50		request_2	1590233854319	1590233854333	OK	 
REQUEST	12		request_2	1590233854301	1590233854333	OK	 
REQUEST	41		Login	1590233854287	1590233854333	OK	 
REQUEST	13		Login	1590233854278	1590233854333	OK	 
REQUEST	323		Home	1590233854318	1590233854335	OK	 
REQUEST	37		request_2	1590233854300	1590233854335	OK	 
REQUEST	49		request_2	1590233854326	1590233854336	OK	 
REQUEST	36		request_2	1590233854323	1590233854336	OK	 
REQUEST	34		request_2	1590233854319	1590233854336	OK	 
REQUEST	6		request_2	1590233854312	1590233854337	OK	 
